date,open,high,low,close,earn_rate,,,,,
 2019/08/12,722.34,737.6,714.48,735.37,0.018,,,,,
 2019/08/13,729.43,735.5,717.28,724.77,-0.0064,,,,,
 2019/08/14,733.47,747.35,724.39,733.19,-0.0004,,,,,
 2019/08/15,713.15,736.21,707.33,733.32,0.0283,,,,,
 2019/08/16,730.79,750.61,726.35,738.99,0.0112,,,,,
 2019/08/19,742.77,770.78,738.6,763.54,0.028,,,,,
 2019/08/20,765.81,783.38,755.75,767.05,0.0016,,,,,
 2019/08/21,763.95,774.64,755.98,763.7,-0.0003,,,,,
 2019/08/22,766.36,773.53,753.23,761.28,-0.0066,,,,,
 2019/08/23,761.92,767.6,748.73,754.21,-0.0101,,,,,
 2019/08/26,739.05,750.35,732.55,743.15,0.0055,,,,,
 2019/08/27,747.14,765.65,743.76,755.8,0.0116,,,,,
 2019/08/28,758.59,768.89,745.48,754.68,-0.0052,,,,,
 2019/08/29,755.7,768.29,744.26,756.54,0.0011,,,,,
 2019/08/30,760.45,773.55,739.65,745.82,-0.0192,,,,,
 2019/09/02,746.17,775.93,739.54,771.89,0.0345,,,,,
 2019/09/03,773.07,792.03,763.18,783.4,0.0134,,,,,
 2019/09/04,780.71,802.93,772.6,794.87,0.0181,,,,,
 2019/09/05,799.11,829.25,791.33,806.33,0.009,,,,,
 2019/09/06,810.3,827.16,798.43,812,0.0021,,,,,
 2019/09/09,820.01,847.15,809.69,840.17,0.0246,,,,,
 2019/09/10,842.87,853.31,821.5,833.53,-0.0111,,,,,
 2019/09/11,838.36,844.07,819.63,824.13,-0.017,,,,,
 2019/09/12,826.49,839.01,814.5,828.72,0.0027,,,,,
 2019/09/16,829.7,845.58,820.74,832.31,0.0031,,,,,
 2019/09/17,829.8,837.32,801.66,808.29,-0.0259,,,,,
 2019/09/18,808.86,823.58,797.13,810.4,0.0019,,,,,
 2019/09/19,813.71,822.02,798.45,815.51,0.0022,,,,,
 2019/09/20,820.37,833.57,808.24,817.42,-0.0036,,,,,
 2019/09/23,814.54,832.44,795.39,821.26,0.0083,,,,,
 2019/09/24,821.03,839.73,810.65,825.1,0.005,,,,,
 2019/09/25,823.36,832.61,800.14,807.53,-0.0192,,,,,
 2019/09/26,812.88,823.05,778.82,783.78,-0.0358,,,,,
 2019/09/27,785.68,805.29,778.13,791.73,0.0077,,,,,
 2019/09/30,793.82,803.19,776.46,782.58,-0.0142,,,,,
 2019/10/08,783.71,793.98,764.2,770.62,-0.0167,,,,,
 2019/10/09,766.98,776.62,753.96,770.3,0.0043,,,,,
 2019/10/10,768.72,785.51,762.8,780.39,0.0152,,,,,
 2019/10/11,781.88,799.84,767.84,788.62,0.0086,,,,,
 2019/10/14,795.6,813.24,786.54,802.68,0.0089,,,,,
 2019/10/15,800.74,812.15,786.8,794.17,-0.0082,,,,,
 2019/10/16,794.73,811.32,782.36,793.43,-0.0016,,,,,
 2019/10/17,795.67,811.68,789.28,799.56,0.0049,,,,,
 2019/10/18,800.29,808.26,778.8,786.83,-0.0168,,,,,
 2019/10/21,787.78,796.96,767.83,784.88,-0.0037,,,,,
 2019/10/22,783.1,799.43,772.21,787.67,0.0058,,,,,
 2019/10/23,786.49,800.13,774.51,785.9,-0.0008,,,,,
 2019/10/24,783.52,799.14,771.36,783.51,0,,,,,
 2019/10/25,783.96,795.42,772.76,785.03,0.0014,,,,,
 2019/10/28,830.74,841.46,812.93,829.35,-0.0017,,,,,
 2019/10/29,846.65,860.13,819.62,827.96,-0.0221,,,,,
 2019/10/30,832.47,842.23,813.79,821.15,-0.0136,,,,,
 2019/10/31,834.04,844.98,814.51,824.11,-0.0119,,,,,
 2019/11/01,820.4,850.93,810.4,840.93,0.025,,,,,
 2019/11/04,838.73,867.61,822.18,845.64,0.0082,,,,,
 2019/11/05,840.16,847.6,817.41,832.45,-0.0092,,,,,
 2019/11/06,830.55,843.54,813.89,829.17,-0.0017,,,,,
 2019/11/07,829.01,849.2,820.52,832.68,0.0044,,,,,
 2019/11/08,835.26,847.78,813.94,820.59,-0.0176,,,,,
 2019/11/11,813.78,829.42,796.15,807.8,-0.0073,,,,,
 2019/11/12,806.73,815.96,791.2,809.26,0.0031,,,,,
 2019/11/13,807.44,817.25,790.12,804.78,-0.0033,,,,,
 2019/11/14,804.24,818.3,791.1,806,0.0022,,,,,
 2019/11/15,804.35,824.07,791.7,804.51,0.0002,,,,,
 2019/11/18,801.47,821.9,790.37,814.32,0.016,,,,,
 2019/11/19,812.61,852.34,808.24,844.86,0.0397,,,,,
 2019/11/20,847.71,869.97,831.71,839.39,-0.0098,,,,,
 2019/11/21,834.97,851.5,820.64,836.05,0.0013,,,,,
 2019/11/22,833.61,847.68,809.47,820.42,-0.0158,,,,,
 2019/11/25,819.35,824.34,793,803.36,-0.0195,,,,,
 2019/11/26,804.81,817.62,795.41,810.04,0.0065,,,,,
 2019/11/27,805.13,814.91,791.9,805.58,0.0006,,,,,
 2019/11/28,803.65,815.02,793.5,803.27,-0.0005,,,,,
 2019/11/29,802.35,815.89,791.32,805.05,0.0034,,,,,
 2019/12/02,802.98,817.02,795.91,808.99,0.0075,,,,,
 2019/12/03,800.37,814.36,789.1,810.75,0.013,,,,,
 2019/12/04,806.14,820.09,798.6,807.53,0.0017,,,,,
 2019/12/05,809.7,828.93,804.11,822.74,0.0161,,,,,
 2019/12/06,822.93,845.57,815.63,839.08,0.0196,,,,,
 2019/12/09,841.2,862.46,832.47,848.05,0.0081,,,,,
 2019/12/10,846.26,864.56,834.8,854.89,0.0102,,,,,
 2019/12/11,855.41,874.56,841.53,851.33,-0.0048,,,,,
 2019/12/12,848.49,862.52,837.19,846.71,-0.0021,,,,,
 2019/12/13,853.41,862.05,839.43,852.51,-0.0011,,,,,
 2019/12/16,854.99,880.82,848.03,876.56,0.0252,,,,,
 2019/12/17,879.57,898.53,867.26,887.15,0.0086,,,,,
 2019/12/18,885.89,919.35,877.09,899.55,0.0154,,,,,
 2019/12/19,901.43,929.66,889.82,905.59,0.0046,,,,,
 2019/12/20,905.93,914.03,878.94,883.32,-0.025,,,,,
 2019/12/23,879.75,889.62,851.32,861.88,-0.0203,,,,,
 2019/12/24,860.34,885.41,854.32,881.47,0.0246,,,,,
 2019/12/25,878.3,902.21,871.16,891.39,0.0149,,,,,
 2019/12/26,890.41,906.1,879.3,895.97,0.0062,,,,,
 2019/12/27,899.53,918.03,883.12,887.65,-0.0132,,,,,
 2019/12/30,882.9,897.46,862,887.19,0.0049,,,,,
 2019/12/31,887.69,904.01,876.73,892.37,0.0053,,,,,
 2020/01/02,901.61,946.95,895.17,936.37,0.0386,,,,,
 2020/01/03,942.99,966.22,924.74,944.97,0.0021,,,,,
 2020/01/06,936.43,985.38,925.93,962.46,0.0278,,,,,
 2020/01/07,964.41,1003.92,956.26,990.87,0.0274,,,,,
 2020/01/08,981.29,998.61,954.46,963.03,-0.0186,,,,,
 2020/01/09,976.77,996.92,955.42,982.86,0.0062,,,,,
 2020/01/10,986.61,998.21,960.52,975.11,-0.0117,,,,,
 2020/01/13,975.7,990.01,950.14,982.03,0.0065,,,,,
 2020/01/14,988.2,1008.23,971.58,982.76,-0.0055,,,,,
 2020/01/15,984.32,1004.1,962.73,987.14,0.0029,,,,,
 2020/01/16,988.93,1001.13,958.71,970.26,-0.0189,,,,,
 2020/01/17,974.69,996.27,956.33,971.95,-0.0028,,,,,
 2020/01/20,962.74,991.23,937.13,967.78,0.0052,,,,,
 2020/01/21,954.56,972.57,932.1,946.24,-0.0087,,,,,
 2020/01/22,936.02,966.11,916.38,953.26,0.0184,,,,,
 2020/01/23,940.59,965.79,901.26,923.03,-0.0187,,,,,
 2020/02/03,835.52,878.95,832.62,846.19,0.0128,,,,,
 2020/02/04,816.83,881.46,813.72,870.42,0.0656,,,,,
 2020/02/05,875.11,918.46,867.63,895.75,0.0236,,,,,
 2020/02/06,897.22,953.77,885.43,938.82,0.0464,,,,,
 2020/02/07,935.85,986.44,919.96,974.53,0.0413,,,,,
 2020/02/10,972.72,1004.51,943.12,974.59,0.0019,,,,,
 2020/02/11,971.98,994.58,939.44,958.41,-0.014,,,,,
 2020/02/12,956.23,996.51,944.44,982.86,0.0278,,,,,
 2020/02/13,983.03,1002.06,952.19,968.56,-0.0147,,,,,
 2020/02/14,961.5,978.9,944.89,959.67,-0.0019,,,,,
 2020/02/17,964.26,1003.33,957.68,994.65,0.0315,,,,,
 2020/02/18,994.1,1021.81,979.46,1006.93,0.0129,,,,,
 2020/02/19,1000.41,1012.23,965.66,974.77,-0.0256,,,,,
 2020/02/20,978.99,1005.09,960.46,994.22,0.0156,,,,,
 2020/02/21,996.88,1044.47,988.43,1027.05,0.0303,,,,,
 2020/02/24,1026.6,1071.31,1013.13,1052.5,0.0252,,,,,
 2020/02/25,1023.93,1051.1,981.27,1034.09,0.0099,,,,,
 2020/02/26,1019.59,1049.82,974.96,994.92,-0.0242,,,,,
 2020/02/27,1000.95,1032.53,971.59,1005.98,0.005,,,,,
 2020/02/28,967.5,1001.05,936.43,951.99,-0.016,,,,,
 2020/03/02,965.82,1000.99,940.61,985.61,0.0205,,,,,
 2020/03/03,1000.72,1028.02,972.12,988.31,-0.0124,,,,,
 2020/03/04,979.77,1008.05,958.88,990.9,0.0114,,,,,
 2020/03/05,1008.08,1027.67,976.89,995.43,-0.0125,,,,,
 2020/03/06,978.91,1003.17,966.02,980.63,0.0018,,,,,
 2020/03/09,959.45,970.14,914.55,918.84,-0.0423,,,,,
 2020/03/10,906.75,959.87,900.22,953.97,0.0521,,,,,
 2020/03/11,956.72,977.61,932.42,940.26,-0.0172,,,,,
 2020/03/12,926.31,942.74,908.66,922.6,-0.004,,,,,
 2020/03/13,873.23,929.42,864.13,914.9,0.0477,,,,,
 2020/03/16,922.6,938.14,864.43,870.71,-0.0562,,,,,
 2020/03/17,887.21,897.82,843.54,879.52,-0.0087,,,,,
 2020/03/18,888.89,910.41,864.32,869.81,-0.0215,,,,,
 2020/03/19,871.82,897.63,856.86,889.41,0.0202,,,,,
 2020/03/20,899.69,915.02,880.34,901.65,0.0022,,,,,
 2020/03/23,877.98,894.59,851.78,861.08,-0.0192,,,,,
 2020/03/24,878.45,895.6,845.76,877.77,-0.0008,,,,,
 2020/03/25,896.22,911.19,878.54,897.96,0.0019,,,,,
 2020/03/26,892.27,910.83,876.32,890.2,-0.0023,,,,,
 2020/03/27,902.38,910.68,873.94,879.4,-0.0255,,,,,
 2020/03/30,863.9,866.93,825.12,844.58,-0.0224,,,,,
 2020/03/31,854.28,861.7,831.93,841.89,-0.0145,,,,,
 2020/04/01,838.69,861.91,824.18,835.12,-0.0043,,,,,
 2020/04/02,830.05,855.61,814.82,854.05,0.0289,,,,,
 2020/04/03,853.47,865.52,836.15,843.93,-0.0112,,,,,
 2020/04/07,863.11,885.95,857.04,881.04,0.0208,,,,,
 2020/04/08,877.15,896.28,867.08,881.49,0.0049,,,,,
 2020/04/09,887.82,910.67,878.5,897.57,0.011,,,,,
 2020/04/10,898.23,910.04,864.44,873.51,-0.0275,,,,,
 2020/04/13,863.25,870.67,841.18,849.83,-0.0155,,,,,
 2020/04/14,856.26,886.72,850.23,882.72,0.0309,,,,,
 2020/04/15,882.53,900.02,868.53,876.8,-0.0065,,,,,
 2020/04/16,873.43,906.68,861.89,894.4,0.024,,,,,
 2020/04/17,900.76,915.56,882.28,891.24,-0.0106,,,,,
 2020/04/20,892.76,910.83,880.11,899.3,0.0073,,,,,
 2020/04/21,896.07,919.71,881.54,903.93,0.0088,,,,,
 2020/04/22,896.72,920.57,887.8,911.64,0.0166,,,,,
 2020/04/23,911.88,921.29,886.7,896.03,-0.0174,,,,,
 2020/04/24,894.14,902.64,866.68,874.24,-0.0223,,,,,
 2020/04/27,878.89,889.96,861.5,870,-0.0101,,,,,
 2020/04/28,869.62,885.73,832.03,867.3,-0.0027,,,,,
 2020/04/29,861.07,887.92,854.54,872.25,0.013,,,,,
 2020/04/30,880.77,913.71,874.52,902.03,0.0241,,,,,
 2020/05/06,892.53,922.37,883.04,912.62,0.0225,,,,,
 2020/05/07,910.69,933.64,897.39,914.01,0.0036,,,,,
 2020/05/08,919.33,939.62,911.98,926.61,0.0079,,,,,
 2020/05/11,931.05,945.26,912.02,923.44,-0.0082,,,,,
 2020/05/12,923.6,932.78,904.72,924.03,0.0005,,,,,
 2020/05/13,919.94,933.65,909.96,925.02,0.0055,,,,,
 2020/05/14,922.64,941.28,911.08,921.13,-0.0016,,,,,
 2020/05/15,924.22,935.15,909.84,919.04,-0.0056,,,,,
 2020/05/18,919.18,927.61,889.42,900.68,-0.0201,,,,,
 2020/05/19,910.62,933.24,901.23,925.36,0.0162,,,,,
 2020/05/20,926.41,937.93,899.71,911.98,-0.0156,,,,,
 2020/05/21,915.09,924.4,888.52,895.38,-0.0215,,,,,
 2020/05/22,897.53,909.46,871.2,879.5,-0.0201,,,,,
 2020/05/25,876.28,889.06,859.42,876.54,0.0003,,,,,
 2020/05/26,880.54,899.86,874.05,892.99,0.0141,,,,,
 2020/05/27,893.01,902.69,873.37,880.58,-0.0139,,,,,
 2020/05/28,879.26,892.14,863.3,880.42,0.0013,,,,,
 2020/05/29,875.89,903.89,869.15,890.55,0.0167,,,,,
 2020/06/01,899.18,929.57,891.44,919.41,0.0225,,,,,
 2020/06/02,921.23,934.84,903.23,917.39,-0.0042,,,,,
 2020/06/03,920.52,933.98,905.89,914.09,-0.007,,,,,
 2020/06/04,917.79,929.62,904.35,915.26,-0.0028,,,,,
 2020/06/05,914.72,932.56,903.68,923.94,0.0101,,,,,
 2020/06/08,929.67,938.83,914.65,921.9,-0.0084,,,,,
 2020/06/09,922.83,947.64,912.29,940.4,0.019,,,,,
 2020/06/10,941.1,957.16,926.74,944.41,0.0035,,,,,
 2020/06/11,943.34,969.23,932.13,945.99,0.0028,,,,,
 2020/06/12,928.05,978.95,922.26,967.28,0.0423,,,,,
 2020/06/15,969.69,996.9,956.68,969.08,-0.0006,,,,,
 2020/06/16,981.54,995.65,960.54,978.49,-0.0031,,,,,
 2020/06/17,981.54,999.35,958.15,979.26,-0.0023,,,,,
 2020/06/18,977.8,995.55,958.28,969.68,-0.0083,,,,,
 2020/06/19,970.17,991.06,961.76,975.52,0.0055,,,,,
 2020/06/22,977.91,1000.78,967.95,983.21,0.0054,,,,,
 2020/06/23,985.91,1011.39,971.24,996.04,0.0103,,,,,
 2020/06/24,997.63,1019.32,982.3,994.6,-0.003,,,,,
 2020/06/29,990.15,1009.2,966.38,982.82,-0.0074,,,,,
 2020/06/30,987.04,1013.63,975.54,1000.77,0.0139,,,,,
 2020/07/01,1006.85,1025.81,977.67,999.91,-0.0069,,,,,
 2020/07/02,997.35,1032.52,981.25,1016.41,0.0191,,,,,
 2020/07/03,1017.48,1052.28,998.79,1039.23,0.0214,,,,,
 2020/07/06,1048.8,1087.38,1029,1071.9,0.022,,,,,
 2020/07/07,1076.36,1121.66,1052.5,1086.44,0.0094,,,,,
 2020/07/08,1084.95,1128.76,1065.43,1113.29,0.0261,,,,,
 2020/07/09,1113.9,1169.63,1099.33,1147.72,0.0304,,,,,
 2020/07/10,1148.59,1171.99,1120.52,1137.86,-0.0093,,,,,
 2020/07/13,1145.26,1196.34,1130.58,1180.43,0.0307,,,,,
 2020/07/14,1183.3,1223.21,1147.1,1183.7,0.0003,,,,,
 2020/07/15,1193.16,1210.79,1118.47,1129.99,-0.0529,,,,,
 2020/07/16,1129.85,1163.28,1066.88,1077.35,-0.0465,,,,,
 2020/07/17,1080.72,1121.49,1053.46,1090.9,0.0094,,,,,
 2020/07/20,1104.13,1124.94,1067.14,1109.96,0.0053,,,,,
 2020/07/21,1119.79,1148.44,1093.7,1118.08,-0.0015,,,,,
 2020/07/22,1114.92,1160.47,1099.09,1131.21,0.0146,,,,,
 2020/07/23,1115.44,1137,1078.36,1107.78,-0.0069,,,,,
 2020/07/24,1101.51,1120.99,1034.57,1042.6,-0.0535,,,,,
 2020/07/27,1043.4,1065.41,1021.15,1039.77,-0.0035,,,,,
 2020/07/28,1047.82,1066.5,1033.24,1051.69,0.0037,,,,,
 2020/07/29,1049.78,1091.57,1040.98,1085.01,0.0336,,,,,
 2020/07/30,1083.79,1093.11,1053.12,1061.7,-0.0204,,,,,
 2020/07/31,1059.43,1100.77,1053.29,1080.89,0.0203,,,,,
 2020/08/03,1094.53,1129.24,1076.22,1114.3,0.0181,,,,,
 2020/08/04,1117.87,1139.6,1084.89,1102.5,-0.0137,,,,,
 2020/08/05,1107.1,1129.1,1086.38,1113.83,0.0061,,,,,
 2020/08/06,1116.28,1130.72,1079.96,1100.12,-0.0145,,,,,
 2020/08/07,1099.46,1115.55,1055.88,1078.87,-0.0187,,,,,
 2020/08/10,1078.18,1100.05,1053.42,1079.04,0.0008,,,,,
 2020/08/11,1082.07,1094.66,1043.77,1050.43,-0.0292,,,,,
 2020/08/12,1044.73,1055.36,1004.55,1031.33,-0.0128,,,,,
 2020/08/13,1035.95,1051.09,1022.01,1034.72,-0.0012,,,,,
 2020/08/14,1033.42,1055.98,1020.74,1048.46,0.0146,,,,,
 2020/08/17,1055.38,1083.09,1043.09,1071.25,0.015,,,,,
 2020/08/18,1071.39,1090.03,1058.51,1076.73,0.005,,,,,
 2020/08/19,1077.32,1093.34,1044.02,1056.13,-0.0197,,,,,
 2020/08/20,1053.92,1075.33,1037.16,1050.82,-0.0029,,,,,
 2020/08/21,1057.89,1096.16,1047.29,1071.78,0.0131,,,,,
 2020/08/24,1077.82,1105.86,1057.9,1085.92,0.0075,,,,,
 2020/08/25,1087.25,1110.31,1068.11,1085.85,-0.0013,,,,,
 2020/08/26,1091.05,1102.55,1055.62,1068.55,-0.0206,,,,,
 2020/08/27,1071.3,1098.82,1055.36,1081.53,0.0095,,,,,
 2020/08/28,1073.62,1097.93,1059.74,1091.66,0.0168,,,,,
 2020/08/31,1103.56,1119.38,1070.01,1074.65,-0.0262,,,,,
 2020/09/01,1073.4,1090.72,1053.81,1080.54,0.0067,,,,,
 2020/09/02,1082.55,1104.86,1064.73,1087.2,0.0043,,,,,
 2020/09/03,1086.12,1094.21,1059.81,1070.07,-0.0148,,,,,
 2020/09/04,1052.29,1077.36,1037.08,1066,0.013,,,,,
 2020/09/07,1066.71,1091.98,1039.88,1048.97,-0.0166,,,,,
 2020/09/08,1051.14,1074.69,1031.94,1062.19,0.0105,,,,,
 2020/09/09,1049,1064.02,1011.35,1024.44,-0.0234,,,,,
 2020/09/10,1033.85,1047.93,980,990.27,-0.0422,,,,,
 2020/09/11,986.07,1015.25,977.14,1007.61,0.0218,,,,,
 2020/09/14,1014.04,1035.15,998.48,1019.8,0.0057,,,,,
 2020/09/15,1019.24,1042.49,1006.98,1029.78,0.0103,,,,,
 2020/09/16,1028.5,1039.94,1007.21,1020.26,-0.008,,,,,
 2020/09/17,1019.53,1034.43,998.48,1015.49,-0.004,,,,,
 2020/09/18,1016.37,1034.82,1003.68,1027.66,0.0111,,,,,
 2020/09/21,1030.66,1043.59,1012.44,1019.66,-0.0107,,,,,
 2020/09/22,1010.9,1026.99,993.73,1000.53,-0.0103,,,,,
 2020/09/23,1006.14,1027.38,994.96,1016.56,0.0104,,,,,
 2020/09/24,1009.77,1023.68,984.02,989.14,-0.0204,,,,,
 2020/09/25,993.84,1005.44,972.5,985.44,-0.0085,,,,,
 2020/09/28,989.76,998.87,965.12,972.1,-0.0178,,,,,
 2020/09/29,978.65,999.6,968.12,985.31,0.0068,,,,,
 2020/09/30,989.85,1001.92,972.31,982.89,-0.007,,,,,
 2020/10/09,999.21,1022.48,983.62,1007.24,0.008,,,,,
 2020/10/12,1010.26,1030.12,988.71,1008.51,-0.0017,,,,,
 2020/10/13,1004.65,1009.85,979.42,997.31,-0.0073,,,,,
 2020/10/14,992.33,998.45,970.05,978.08,-0.0144,,,,,
 2020/10/15,979.39,989.49,960.43,968.69,-0.0109,,,,,
 2020/10/16,967.47,977.07,951.69,965.27,-0.0023,,,,,
 2020/10/19,965.64,975.34,941.52,946.33,-0.02,,,,,
 2020/10/20,947.33,961.84,936.11,957.42,0.0107,,,,,
 2020/10/21,960,970.1,934.51,947.94,-0.0126,,,,,
 2020/10/22,945.34,954.53,926.62,940.34,-0.0053,,,,,
 2020/10/23,941.64,951.65,915.21,919.49,-0.0235,,,,,
 2020/10/26,915.64,932.62,899.6,919.79,0.0045,,,,,
 2020/10/27,919.15,933.25,908.29,919.39,0.0003,,,,,
 2020/10/28,923.06,934,903.84,923.22,0.0002,,,,,
 2020/10/29,909.08,929.92,901.35,917.69,0.0095,,,,,
 2020/10/30,921.05,940.88,892.07,904.68,-0.0178,,,,,
 2020/11/02,902.8,918.08,878.39,894.51,-0.0092,,,,,
 2020/11/03,899.53,923.06,890.44,913.6,0.0156,,,,,
 2020/11/04,914.07,920.55,891.23,903.27,-0.0118,,,,,
 2020/11/05,911.59,924.25,897.43,916.49,0.0054,,,,,
 2020/11/06,917.48,926.59,895.54,904.82,-0.0138,,,,,
 2020/11/09,909,936.77,905.89,926.48,0.0192,,,,,
 2020/11/10,937.24,945.42,912.19,920.06,-0.0183,,,,,
 2020/11/11,918.98,924.71,892.07,895.85,-0.0252,,,,,
 2020/11/12,900.19,910.25,885.63,894.6,-0.0062,,,,,
 2020/11/13,893.32,909.69,882,899.95,0.0074,,,,,
 2020/11/16,905.31,921.93,891.62,911.4,0.0067,,,,,
 2020/11/17,912.81,922.67,891.2,905.66,-0.0078,,,,,
 2020/11/18,905.69,919.46,890.68,903.6,-0.0023,,,,,
 2020/11/19,901.99,914.08,888.7,903.92,0.0021,,,,,
 2020/11/20,904.24,914.29,893.89,902.09,-0.0024,,,,,
 2020/11/23,903.4,910.4,884.73,897.56,-0.0065,,,,,
 2020/11/24,897.55,913.26,886.34,895.19,-0.0026,,,,,
 2020/11/25,895.83,907.84,875.63,882.98,-0.0143,,,,,
 2020/11/26,882.65,893.58,869.11,881.44,-0.0014,,,,,
 2020/11/27,882.51,898.01,870.58,887.22,0.0053,,,,,
 2020/11/30,887.35,906.51,872.98,891.48,0.0047,,,,,
 2020/12/01,890.41,917.21,885.19,910.13,0.0221,,,,,
 2020/12/02,908.09,920.27,893.62,906.22,-0.0021,,,,,
 2020/12/03,906.32,919.62,895.85,905.52,-0.0009,,,,,
 2020/12/04,905.66,914.21,893.85,906.85,0.0013,,,,,
 2020/12/07,906.13,917.98,891.08,903.11,-0.0033,,,,,
 2020/12/08,906.69,920.96,897.75,907.03,0.0004,,,,,
 2020/12/09,907.71,915.23,887.59,889.88,-0.0196,,,,,
 2020/12/10,888.74,903.59,876.66,890.11,0.0015,,,,,
 2020/12/11,890.51,899.21,866.39,883.11,-0.0083,,,,,
 2020/12/14,881.86,896.55,867.76,887.21,0.0061,,,,,
 2020/12/15,886.63,904.16,875.85,885.38,-0.0014,,,,,
 2020/12/16,884.62,896.66,865.82,879.99,-0.0052,,,,,
 2020/12/17,877.61,892.27,861.33,884.26,0.0076,,,,,
 2020/12/18,883.57,893.41,867.42,875.35,-0.0093,,,,,
 2020/12/21,875.14,895.98,862.37,887.41,0.014,,,,,
 2020/12/22,884.49,901.22,864.7,875.17,-0.0105,,,,,
 2020/12/23,875.82,883.79,855.61,871.82,-0.0046,,,,,
 2020/12/24,869.98,884.89,849.61,856.07,-0.016,,,,,
 2020/12/25,853.46,866.78,833.92,850.72,-0.0032,,,,,
 2020/12/28,848.65,855.19,820.42,835.86,-0.0151,,,,,
 2020/12/29,837.55,873.09,831.56,858.01,0.0244,,,,,
 2020/12/30,859.7,878.63,845.85,869.03,0.0109,,,,,
 2020/12/31,871.98,902.99,865.11,892.26,0.0233,,,,,
 2021/01/04,896.7,910.33,879.57,897.6,0.001,,,,,
 2021/01/05,891.32,912.44,876.46,896.74,0.0061,,,,,
 2021/01/06,896.37,902.66,867.12,883.44,-0.0144,,,,,
 2021/01/07,878.04,886.63,841.09,853.55,-0.0279,,,,,
 2021/01/08,855.56,895.9,841.34,881.92,0.0308,,,,,
 2021/01/11,883.58,901.12,860.39,875.85,-0.0087,,,,,
 2021/01/12,870.41,885.2,853.45,873.32,0.0033,,,,,
 2021/01/13,872.41,884.1,846,863.77,-0.0099,,,,,
 2021/01/14,860.19,890.37,844.05,864.96,0.0055,,,,,
 2021/01/15,862.07,881.37,843.39,864.03,0.0023,,,,,
 2021/01/18,870.62,900.57,855.06,884.81,0.0163,,,,,
 2021/01/19,883.06,901.4,867.4,881.21,-0.0021,,,,,
 2021/01/20,881.95,895.32,866.68,880.49,-0.0017,,,,,
 2021/01/21,883.47,908.03,868.69,891.23,0.0088,,,,,
 2021/01/22,892.55,905.09,868.7,884.1,-0.0095,,,,,
 2021/01/25,873.67,893.14,854.56,868.19,-0.0063,,,,,
 2021/01/26,862.77,885.4,853.14,869.22,0.0075,,,,,
 2021/01/27,869.18,907.47,854.49,891.77,0.026,,,,,
 2021/01/28,886.43,914.19,864.78,878.56,-0.0089,,,,,
 2021/01/29,883.83,901.38,851.79,869.07,-0.0167,,,,,
 2021/02/01,866.64,899.32,855.83,878.19,0.0133,,,,,
 2021/02/02,876.88,888.87,848.2,869.16,-0.0088,,,,,
 2021/02/03,867.31,880.86,836.62,851.63,-0.0181,,,,,
 2021/02/04,848.51,858.96,814.32,830.99,-0.0206,,,,,
 2021/02/05,829.82,849.16,807.65,818.3,-0.0139,,,,,
 2021/02/08,820.56,847.88,805.15,830.42,0.012,,,,,
 2021/02/09,833.22,854.92,822.65,844.99,0.0141,,,,,
 2021/02/10,845.95,866.61,829.58,852.53,0.0078,,,,,
 2021/02/18,868.28,896.67,854.76,873.74,0.0063,,,,,
 2021/02/19,874.77,898.07,856.02,888.52,0.0157,,,,,
 2021/02/22,890.85,909.83,858.49,872,-0.0212,,,,,
 2021/02/23,867.26,883.05,848.51,860.3,-0.008,,,,,
 2021/02/24,860.49,887.17,850.12,867.28,0.0079,,,,,
 2021/02/25,872.12,883.26,842.34,855.79,-0.0187,,,,,
 2021/02/26,842.84,871.8,833.48,849.17,0.0075,,,,,
 2021/03/01,856.52,876.85,844.2,866.44,0.0116,,,,,
 2021/03/02,868.99,889.34,851.86,871.93,0.0034,,,,,
 2021/03/03,868.43,888.11,859.3,876.81,0.0096,,,,,
 2021/03/04,871.85,884.45,855.19,866.89,-0.0057,,,,,
 2021/03/05,860.01,882.3,847.37,867.78,0.009,,,,,
 2021/03/08,876.92,892.25,849.74,855.07,-0.0249,,,,,
 2021/03/09,856.7,874.5,826.71,844.79,-0.0139,,,,,
 2021/03/10,849.6,856.33,819.03,827.45,-0.0261,,,,,
 2021/03/11,825.88,846.49,818.36,835.01,0.0111,,,,,
 2021/03/12,834.19,846.15,814.64,824.52,-0.0116,,,,,
 2021/03/15,810.57,826.98,797.61,813.9,0.0041,,,,,
 2021/03/16,807.46,822.81,796.34,813.48,0.0075,,,,,
 2021/03/17,811.89,824.05,797.07,811.88,0,,,,,
 2021/03/18,813.06,830.03,800.38,819.18,0.0075,,,,,
 2021/03/19,813.31,823.72,791.37,799.97,-0.0164,,,,,
 2021/03/22,801.42,827.87,796.86,817.7,0.0203,,,,,
 2021/03/23,815.88,828.09,798.2,814.91,-0.0012,,,,,
 2021/03/24,807.8,819.29,794.56,807.56,-0.0003,,,,,
 2021/03/25,802.68,827.48,794.27,811.15,0.0106,,,,,
 2021/03/26,810.17,823.56,799.9,814.28,0.0051,,,,,
 2021/03/29,813.31,827.74,801.5,812.92,-0.0005,,,,,
 2021/03/30,812.72,826.44,799.83,810.02,-0.0033,,,,,
 2021/03/31,811.53,824.5,799.75,809.98,-0.0019,,,,,
 2021/04/01,810.74,819.47,798.71,812.74,0.0025,,,,,
 2021/04/02,813.86,823.4,802.97,811.77,-0.0026,,,,,
